web_scraper_order,web_scraper_start_url,title,review,rating,likes,dislikes
"1768461327-186","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Powerful and meaningful","Haq is a meaningful film with strong emotional impact and social awareness. The acting feels real and connects you to the characters. The story is simple yet powerful, with scenes that stay with you and remind us of the importance of standing up for our rights and voice.

Though slow at times, the pacing suits the serious tone. Haq is more than entertainment-it reminds us to stand up for our rights and voice.","9","0","0"
"1768461327-187","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","One of the best movie","A must watch! I really enjoyed every moment of the Haq movie and genuinely loved the overall experience. From start to finish, the film keeps you engaged with its powerful storytelling and meaningful message. The story feels strong, relevant, and emotionally impactful, making it easy to connect with the characters and their journeys.10/10.","10","0","0"
"1768461327-188","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Hashmi & Yami - Deadly Duo","One Word - Heart Wrenching.

Go watch this right now. Amazing performances by both Yami Gautam and Emraan Hashmi, a must watch for lawyers, journalists and students eager to know more about India's judicial history. Beautiful potrayal of a very sensitive topic. Amazing Direction, Amazing Casting, best thing is that the movie is not dragged and runs at an apt pace. The plight of hundreds of such women can be understood by Yami's potrayal of Shazia. Emraan Hashmi once again proves why he is the most underrated actor of Bollywood, He is calm, composed and delivers a top notch stellar advocate performance. A must watch.

Kudos to the entire team of Haq!","10","0","0"
"1768461327-189","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Yami Gautam Dhar Show.","Well, I am happy that this film is actually based on true events and inspired by a real court case. Otherwise, this might have been labeled as a propaganda film by critics.

The film pays close attention to detail and is both religiously and legally accurate. Apart from that, it addresses a major issue present in almost all religions-people often refuse to read the actual texts and instead blindly believe whatever a priest or the person in charge of a temple, mosque, or church tells them.

Apart from the story and screenplay, the one thing that stands out the most is the acting, especially by the main lead, Yami Gautam Dhar. She has played her role magnificently. Her final courtroom speech stole the show, and she outshone every other major actress in Bollywood. I would be surprised if she does not receive a National Award, a Filmfare Award, or an IIFA Award for this performance. That said, I already know that Filmfare and IIFA awards are not always credible when it comes to merit. For example, Shah Rukh Khan winning a National Award for Jawan. If that can happen, I am sure Yami Gautam will receive a National Award for this role.

Emraan Hashmi has improved tremendously, and the film relies heavily on his shoulders. He justified his role perfectly. He did not overact; instead, he found the perfect tone and demeanor for the character and portrayed it beautifully. The supporting role played by Emraan Hashmi's second wife was also performed very well. Every character makes a strong impact on the film, but as mentioned earlier, Yami Gautam Dhar truly steals the show.","9","0","0"
"1768461327-190","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Outstanding","The movie was a fantastical creation with tight script and great performances, especially Yami Gautam. She has been exceptional. Story has been very sensitively handled without hurting sentiments of any community. A matured direction mixed with engrossing dialogues makes it a must watch movie of 2025. Bravo.","10","0","0"
"1768461327-191","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Amazing","Haq is a gripping, emotionally charged film that explores the meaning of justice, dignity, and personal truth. With strong performances and a grounded narrative, the movie keeps you invested while raising important moral questions. It balances intensity with heartfelt moments, making it both thought-provoking and impactful.","10","0","0"
"1768461327-192","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","True Islamic Facts","Amazing acting ny Yami Gautam and Imran Hashmi, 1st time islamic culture is shown correctly and pronounced correctly, huge repect for the story and screenplay and the director.

I loved the way Yami adapted into the character where she was both educated and uneducated and she was powerfull and powerless both at the same time.

Imran negative character enhanced his effect on other characters..","10","0","0"
"1768461327-193","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Amazing superb acting ..truth revealed","Amazing superb acting ..truth revealed.i didn't see that much of truth drama, really it explained very well the truth about PML and indian constitution law, how it can be used against any muslim law.this is very much explanation about the rules and law about each and every character. This is very intense. What a movie...","10","0","0"
"1768461327-194","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Everyone deserve Justice","Finally someone talking about what was hidden for centuries. Strong character plays by Yami and Imran, impressive. I like the realistic acting and characters based on true story and events, deliver the right message of justice to India women no matter Hindu or Muslim. The end can be much stronger is dialogue deliveries and characters.","9","0","0"
"1768461327-195","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Great movie","A must watch movie. A legit and mych needed topic even today. Why didn't anyone teach this kind of thing in schools? Why didn't the 90s kids know about this? This is so inspiring especially for women to fight for their rights and for us to have a normal society. Great that they made a movie about this. Awesome acting by everyone.","10","0","0"
"1768461327-196","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Haq","It's a very good movie must watch.

Opens your eyes. A true feminist will watch this movie.

I just watched this movie and want you all to watch this movie it's like amazing. I can't believe anyone can create masterpiece like this on own. Both the main leads are given to perfect actors.

I wanna thank the makers.","10","0","0"
"1768461327-197","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Best best best","Haq is honestly such an inspiring and amazing movie. Like, I don't even know where to start. It doesn't try to sugarcoat reality or make you live in some delusional fantasy-it just shows life as it really is, and that hits hard. The actors were all incredible, completely believable, and brought so much depth to their roles. I genuinely don't understand how this isn't a 10/10 because everything about it just works-the story, the performances, the way it makes you feel. You walk out of it thinking, reflecting, and honestly, you just feel more alive. Everyone needs to watch this. Seriously, it's one of those rare movies that sticks with you long after it's over.","10","0","0"
"1768461327-198","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Good on","Good on. Have a good time. Powerful, relevant story & social relevance: The film, inspired by the landmark Shah Bano case, deals with divorce, triple-talaq, women's rights and justice under law. It turns a personal tragedy into a broader commentary on faith, law and women's dignity - a subject that remains deeply relevant in today's India.

Strong performances (especially the lead actress): The lead performance by Yami Gautam Dhar is widely praised - understated yet powerful, conveying pain, despair, dignity and resolve with subtlety rather than melodrama. The male lead, Emraan Hashmi, is also lauded for portraying a morally ambiguous character with restraint (not a cardboard villain).

Balanced tone & direction - not sensationalist: The film avoids caricaturing religion or resorting to melodramatic outrage. Instead, the director - Suparn S Varma - opts for a mature, nuanced take: showing how faith, law and patriarchy intersect without demonizing religion wholesale.

Sensitive writing & screenplay: According to many critics, the writing - dialogues, screenplay - brings authenticity, especially in capturing the social milieu of 1970s-80s North India. The narrative stays grounded, personal, human.","10","0","0"
